,model_id,auc,logloss,mean_per_class_error,rmse,mse
0,DRF_1_AutoML_20190421_184305,0.7530156034085675,0.5661524812936459,0.3018410294795025,0.4192431937353787,0.17576485549344031
1,GBM_1_AutoML_20190421_184315,0.75254778903731,0.5230640177167479,0.2964215799170889,0.4226281208891962,0.1786145285663331
2,GLM_grid_1_AutoML_20190421_184305_model_1,0.7516985260248733,0.5031025560372535,0.2955003454629203,0.4136584622975524,0.17111332343037558
3,GLM_grid_1_AutoML_20190421_184315_model_1,0.7516985260248733,0.5031025560372535,0.2955003454629203,0.4136584622975524,0.17111332343037558
4,GBM_grid_1_AutoML_20190421_184315_model_19,0.7498848456932289,0.512074764000019,0.3127231114693689,0.41623142581102346,0.17324859983267754
5,GBM_5_AutoML_20190421_184315,0.7475385766927682,0.5143661786901081,0.2930317250115154,0.41671390883473947,0.17365048181632756
6,GBM_grid_1_AutoML_20190421_184315_model_12,0.7474738023952097,0.8454988051879514,0.3042232842008291,0.467367265879913,0.2184321612160653
7,GBM_grid_1_AutoML_20190421_184315_model_4,0.7457176992169507,0.5967156381131407,0.3090309765085214,0.4376246058196582,0.1915152956188112
8,GBM_2_AutoML_20190421_184305,0.7455233763242746,0.5230666537047262,0.2994371833256564,0.42291850345265786,0.17886006056263576
9,GBM_3_AutoML_20190421_184315,0.7446957047443574,0.5245054033406179,0.3043096499309074,0.4234358368506047,0.17929790792937192
10,GBM_1_AutoML_20190421_184305,0.7442854675264855,0.5352880121791047,0.3019058037770612,0.4269636559654008,0.18229796351534108
11,GBM_grid_1_AutoML_20190421_184315_model_10,0.7388660179640719,0.5202247029258741,0.29958832335329344,0.4194417798512616,0.17593140668479426
12,GBM_grid_1_AutoML_20190421_184315_model_15,0.7367932404421926,0.5704917568008647,0.3019058037770612,0.4392127128385427,0.1929078071189922
13,GBM_grid_1_AutoML_20190421_184315_model_8,0.7361383003224321,0.5237939721295055,0.3105567710732381,0.42316741894221,0.17907066445421185
14,GBM_grid_1_AutoML_20190421_184315_model_11,0.7356273030861354,0.5744812526515098,0.29963150621833257,0.4410780083788763,0.19454980947547607
15,GBM_grid_1_AutoML_20190421_184315_model_13,0.7355481345002304,0.5738120510404766,0.294737448180562,0.4407454144431077,0.19425652035262675
16,GBM_grid_1_AutoML_20190421_184315_model_6,0.7345981114693689,0.5245968682456569,0.3092468908337172,0.4236812844985093,0.17950583083430682
17,GBM_grid_1_AutoML_20190421_184315_model_17,0.7344541685859051,0.5719644462943112,0.2924199677567941,0.43991189060943453,0.1935224714995672
18,GBM_4_AutoML_20190421_184315,0.7340655228005528,0.5375619375678327,0.3001568977429756,0.4308981064282037,0.1856731781234116
19,GBM_grid_1_AutoML_20190421_184315_model_9,0.7331730769230769,0.8707432365446383,0.3284776600644864,0.4701978723724052,0.2210860391835366
20,GBM_grid_1_AutoML_20190421_184315_model_3,0.7307908222017504,0.5261857401663363,0.3009413864578535,0.42449923240680826,0.18019959831396945
21,GBM_2_AutoML_20190421_184315,0.7289195647167204,0.5378800801462007,0.32061118148318746,0.4279738449466072,0.18316161195838254
22,DRF_1_AutoML_20190421_184315,0.7284229617687702,0.6936946518202171,0.3350126669737448,0.42825186636141693,0.18339966104203698
23,GBM_grid_1_AutoML_20190421_184315_model_5,0.7241982381391063,0.5422719469438939,0.3145799746660525,0.4299789450580436,0.18488189319322806
24,GBM_grid_1_AutoML_20190421_184315_model_14,0.7237736066328879,0.7712043585553975,0.34598111469368953,0.4694766991776913,0.22040837107078048
25,GBM_3_AutoML_20190421_184305,0.7237664094887148,0.5438840812914559,0.3146447489636112,0.4314582383522873,0.1861562114420591
26,XRT_1_AutoML_20190421_184315,0.7233921579917091,0.5391982935847882,0.3200210156609857,0.43280813423101067,0.18732288105652853
27,GBM_grid_1_AutoML_20190421_184315_model_18,0.7233633694150161,0.5738120833813408,0.32865039152464304,0.44073703687695737,0.19424913567508045
28,GBM_grid_1_AutoML_20190421_184315_model_7,0.7137048019345923,0.7742466443976668,0.33870480193459235,0.4715535266572702,0.2223627285029089
29,GBM_grid_1_AutoML_20190421_184315_model_16,0.7103869184707509,2.056044767954932,0.3349910755412253,0.4983557765228412,0.248358479993684
30,GBM_grid_1_AutoML_20190421_184315_model_2,0.6508593390142792,0.59521222434532,0.3947777521879318,0.450418292166988,0.20287663791862615
31,GBM_grid_1_AutoML_20190421_184315_model_1,0.6174933786273606,0.5962012413547401,0.3832191386457854,0.4508653965218215,0.20327960578077928
